Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1983","1983","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1984","1984","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1985","1985","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1986","1986","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1987","1987","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1988","1988","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1989","1989","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1990","1990","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1991","1991","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1992","1992","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1993","1993","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1994","1994","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1995","1995","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1996","1996","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1997","1997","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1998","1998","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","1999","1999","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2000","2000","1000 ha","2","T","Unofficial figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2001","2001","1000 ha","2","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2002","2002","1000 ha","2","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2003","2003","1000 ha","2","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2004","2004","1000 ha","2","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2005","2005","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2006","2006","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2007","2007","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2008","2008","1000 ha","2.7","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2009","2009","1000 ha","3","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2010","2010","1000 ha","2","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2011","2011","1000 ha","1","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2012","2012","1000 ha","1","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2013","2013","1000 ha","1","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2014","2014","1000 ha","1","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2015","2015","1000 ha","1","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2016","2016","1000 ha","1","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2017","2017","1000 ha","1","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2018","2018","1000 ha","1","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2019","2019","1000 ha","1","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6650","Land under permanent crops","2020","2020","1000 ha","1","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1961","1961","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1962","1962","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1963","1963","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1964","1964","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1965","1965","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1966","1966","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1967","1967","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1968","1968","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1969","1969","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1970","1970","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1971","1971","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1972","1972","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1973","1973","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1974","1974","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1975","1975","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1976","1976","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1977","1977","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1978","1978","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1979","1979","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1980","1980","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1981","1981","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1982","1982","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1983","1983","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1984","1984","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1985","1985","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1986","1986","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1987","1987","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1988","1988","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1989","1989","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1990","1990","1000 ha","5263.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1991","1991","1000 ha","4068.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1992","1992","1000 ha","4065.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1993","1993","1000 ha","4036.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1994","1994","1000 ha","4031.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1995","1995","1000 ha","4014.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1996","1996","1000 ha","3937.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1997","1997","1000 ha","4051.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1998","1998","1000 ha","3986.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","1999","1999","1000 ha","3997.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2000","2000","1000 ha","4018.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2001","2001","1000 ha","3898.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2002","2002","1000 ha","3852.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2003","2003","1000 ha","3836.77","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2004","2004","1000 ha","3781.35","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2005","2005","1000 ha","3810.31","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2006","2006","1000 ha","3789.92","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2007","2007","1000 ha","3807.55","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2008","2008","1000 ha","4140.65","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2009","2009","1000 ha","4128.33","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2010","2010","1000 ha","4127.16","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2011","2011","1000 ha","4094.86","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2012","2012","1000 ha","4049.39","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2013","2013","1000 ha","4001.96","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2014","2014","1000 ha","3999.82","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2015","2015","1000 ha","3976","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2016","2016","1000 ha","3999","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2017","2017","1000 ha","4027","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2018","2018","1000 ha","4064","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2019","2019","1000 ha","4080","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6655","Land under perm. meadows and pastures","2020","2020","1000 ha","4067","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2001","2001","1000 ha","3435.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2002","2002","1000 ha","3380.8","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2003","2003","1000 ha","3368.77","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2004","2004","1000 ha","3327.35","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2005","2005","1000 ha","3339.31","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2006","2006","1000 ha","3318.92","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2007","2007","1000 ha","3352.55","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","1000 ha","3694.85","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2009","2009","1000 ha","3687.33","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2010","2010","1000 ha","3690.16","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2011","2011","1000 ha","3647.86","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2012","2012","1000 ha","3568.39","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2013","2013","1000 ha","3528.96","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2014","2014","1000 ha","3505.82","I","Imputed value"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","1000 ha","3472","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2016","2016","1000 ha","3467","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2017","2017","1000 ha","3507","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2018","2018","1000 ha","3540","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2019","2019","1000 ha","3559","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","3595","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2001","2001","1000 ha","463","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2002","2002","1000 ha","472","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2003","2003","1000 ha","468","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2004","2004","1000 ha","454","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2005","2005","1000 ha","471","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2006","2006","1000 ha","471","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2007","2007","1000 ha","455","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","1000 ha","445.8","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2009","2009","1000 ha","441","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2010","2010","1000 ha","437","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2011","2011","1000 ha","447","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2012","2012","1000 ha","481","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2013","2013","1000 ha","473","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2014","2014","1000 ha","494","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","1000 ha","504","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2016","2016","1000 ha","532","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2017","2017","1000 ha","520","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2018","2018","1000 ha","524","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2019","2019","1000 ha","522","A","Official figure"
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","472","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1961","1961","1000 ha","20683","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1962","1962","1000 ha","20652","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1963","1963","1000 ha","20510","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1964","1964","1000 ha","20462","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1965","1965","1000 ha","20440","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1966","1966","1000 ha","20405","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1967","1967","1000 ha","20379","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1968","1968","1000 ha","20355","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1969","1969","1000 ha","20227","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1970","1970","1000 ha","20180","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1971","1971","1000 ha","17649","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1972","1972","1000 ha","17508","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1973","1973","1000 ha","17482","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1974","1974","1000 ha","17502","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1975","1975","1000 ha","17517","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1976","1976","1000 ha","17529","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1977","1977","1000 ha","17501","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1978","1978","1000 ha","17589","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1979","1979","1000 ha","17608","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1980","1980","1000 ha","17562","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1981","1981","1000 ha","17551","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1982","1982","1000 ha","17536","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1983","1983","1000 ha","17260","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1984","1984","1000 ha","17244","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1985","1985","1000 ha","17095","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1986","1986","1000 ha","17042","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1987","1987","1000 ha","17012","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1988","1988","1000 ha","16839","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1989","1989","1000 ha","16850","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1990","1990","1000 ha","16840","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1991","1991","1000 ha","16054","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1992","1992","1000 ha","15978","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1993","1993","1000 ha","15910","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1994","1994","1000 ha","15702","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1995","1995","1000 ha","15333","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1996","1996","1000 ha","15349","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1997","1997","1000 ha","15345","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1998","1998","1000 ha","15484","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","1999","1999","1000 ha","15799","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2000","2000","1000 ha","15637","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2001","2001","1000 ha","15502","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2002","2002","1000 ha","15273","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2003","2003","1000 ha","14907","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2004","2004","1000 ha","14883","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2005","2005","1000 ha","14736","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2006","2006","1000 ha","14203","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2007","2007","1000 ha","14162","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2008","2008","1000 ha","14457.2","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2009","2009","1000 ha","13982.4","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2010","2010","1000 ha","14327.8","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2011","2011","1000 ha","13852.6","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2012","2012","1000 ha","13729","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2013","2013","1000 ha","13630","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2014","2014","1000 ha","13162","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2015","2015","1000 ha","12945","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2016","2016","1000 ha","12812","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2017","2017","1000 ha","12826.57","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2018","2018","1000 ha","12451","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2019","2019","1000 ha","13150","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6602","Agriculture","2020","2020","1000 ha","13029","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1961","1961","1000 ha","20683","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1962","1962","1000 ha","20652","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1963","1963","1000 ha","20510","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1964","1964","1000 ha","20462","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1965","1965","1000 ha","20440","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1966","1966","1000 ha","20405","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1967","1967","1000 ha","20379","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1968","1968","1000 ha","20355","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1969","1969","1000 ha","20227","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1970","1970","1000 ha","20180","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1971","1971","1000 ha","17649","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1972","1972","1000 ha","17508","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1973","1973","1000 ha","17482","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1974","1974","1000 ha","17502","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1975","1975","1000 ha","17517","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1976","1976","1000 ha","17529","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1977","1977","1000 ha","17501","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1978","1978","1000 ha","17589","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1979","1979","1000 ha","17608","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1980","1980","1000 ha","17562","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1981","1981","1000 ha","17551","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1982","1982","1000 ha","17536","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1983","1983","1000 ha","17260","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1984","1984","1000 ha","17244","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1985","1985","1000 ha","17095","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1986","1986","1000 ha","17042","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1987","1987","1000 ha","17012","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1988","1988","1000 ha","16839","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1989","1989","1000 ha","16850","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1990","1990","1000 ha","16840","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1991","1991","1000 ha","16054","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1992","1992","1000 ha","15978","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1993","1993","1000 ha","15910","I","Imputed value"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1994","1994","1000 ha","15702","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1995","1995","1000 ha","15333","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1996","1996","1000 ha","15349","A","Official figure"
"RL","Land Use","380","Italy","5110","Area","6610","Agricultural land","1997","1997","1000 ha","15345","A","Official figure"
