Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","1995","1995","1000 US$","463","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","1996","1996","1000 US$","127","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","1997","1997","1000 US$","507","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","1998","1998","1000 US$","823","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","1999","1999","1000 US$","503","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2000","2000","1000 US$","677","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2001","2001","1000 US$","521","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2002","2002","1000 US$","480","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2003","2003","1000 US$","515","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2004","2004","1000 US$","493","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2005","2005","1000 US$","669","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2006","2006","1000 US$","666","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2007","2007","1000 US$","1365","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2008","2008","1000 US$","1405","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2009","2009","1000 US$","787","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2010","2010","1000 US$","628","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2011","2011","1000 US$","1201","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2012","2012","1000 US$","1222","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2013","2013","1000 US$","1140","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2014","2014","1000 US$","2497","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2015","2015","1000 US$","1296","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2016","2016","1000 US$","2218","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2017","2017","1000 US$","2319","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2018","2018","1000 US$","1934","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2019","2019","1000 US$","3635","A","Official figure"
"TM","Detailed trade matrix","250","France","528","Netherlands","5922","Export Value","F0875","beef and veal preparations nes","2020","2020","1000 US$","3032","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","1991","1991","tonnes","521","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","1992","1992","tonnes","149","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","1993","1993","tonnes","634","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","1994","1994","tonnes","329","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","1995","1995","tonnes","166","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","1996","1996","tonnes","250","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","1997","1997","tonnes","141","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","1998","1998","tonnes","98","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","1999","1999","tonnes","170","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2000","2000","tonnes","296","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2001","2001","tonnes","82","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2002","2002","tonnes","143","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2003","2003","tonnes","221","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2004","2004","tonnes","356","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2005","2005","tonnes","541","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2006","2006","tonnes","751","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2007","2007","tonnes","496","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2008","2008","tonnes","633","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2009","2009","tonnes","1366","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2010","2010","tonnes","1551","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2011","2011","tonnes","1419","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2012","2012","tonnes","984","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2013","2013","tonnes","911","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2014","2014","tonnes","869","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2015","2015","tonnes","921","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2016","2016","tonnes","990","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2017","2017","tonnes","1049","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2018","2018","tonnes","902","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2019","2019","tonnes","1071","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5610","Import Quantity","F0875","beef and veal preparations nes","2020","2020","tonnes","1471","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","1991","1991","1000 US$","1914","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","1992","1992","1000 US$","704","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","1993","1993","1000 US$","2759","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","1994","1994","1000 US$","1433","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","1995","1995","1000 US$","952","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","1996","1996","1000 US$","1296","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","1997","1997","1000 US$","653","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","1998","1998","1000 US$","594","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","1999","1999","1000 US$","813","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2000","2000","1000 US$","1058","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2001","2001","1000 US$","327","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2002","2002","1000 US$","480","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2003","2003","1000 US$","778","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2004","2004","1000 US$","1522","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2005","2005","1000 US$","2501","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2006","2006","1000 US$","3221","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2007","2007","1000 US$","2663","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2008","2008","1000 US$","5182","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2009","2009","1000 US$","8877","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2010","2010","1000 US$","7385","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2011","2011","1000 US$","9721","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2012","2012","1000 US$","7163","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2013","2013","1000 US$","6443","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2014","2014","1000 US$","6188","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2015","2015","1000 US$","5070","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2016","2016","1000 US$","4863","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2017","2017","1000 US$","5801","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2018","2018","1000 US$","4935","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2019","2019","1000 US$","5333","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5622","Import Value","F0875","beef and veal preparations nes","2020","2020","1000 US$","7775","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","1991","1991","tonnes","305","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","1992","1992","tonnes","297","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","1993","1993","tonnes","264","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","1994","1994","tonnes","252","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","1995","1995","tonnes","262","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","1996","1996","tonnes","569","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","1997","1997","tonnes","400","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","1998","1998","tonnes","195","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","1999","1999","tonnes","679","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2000","2000","tonnes","887","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2001","2001","tonnes","608","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2002","2002","tonnes","571","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2003","2003","tonnes","1901","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2004","2004","tonnes","4494","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2005","2005","tonnes","5239","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2006","2006","tonnes","8182","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2007","2007","tonnes","7511","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2008","2008","tonnes","7220","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2009","2009","tonnes","6348","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2010","2010","tonnes","5805","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2011","2011","tonnes","7142","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2012","2012","tonnes","6734","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2013","2013","tonnes","5212","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2014","2014","tonnes","5437","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2015","2015","tonnes","6454","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2016","2016","tonnes","6187","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2017","2017","tonnes","6136","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2018","2018","tonnes","6913","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2019","2019","tonnes","7417","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5910","Export Quantity","F0875","beef and veal preparations nes","2020","2020","tonnes","6575","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","1991","1991","1000 US$","1778","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","1992","1992","1000 US$","1691","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","1993","1993","1000 US$","1447","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","1994","1994","1000 US$","1385","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","1995","1995","1000 US$","1673","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","1996","1996","1000 US$","2514","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","1997","1997","1000 US$","1726","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","1998","1998","1000 US$","1146","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","1999","1999","1000 US$","3049","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2000","2000","1000 US$","3338","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2001","2001","1000 US$","2223","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2002","2002","1000 US$","2523","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2003","2003","1000 US$","8046","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2004","2004","1000 US$","19575","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2005","2005","1000 US$","22817","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2006","2006","1000 US$","38541","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2007","2007","1000 US$","39165","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2008","2008","1000 US$","44981","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2009","2009","1000 US$","35832","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2010","2010","1000 US$","31120","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2011","2011","1000 US$","37682","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2012","2012","1000 US$","32847","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2013","2013","1000 US$","28511","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2014","2014","1000 US$","29324","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2015","2015","1000 US$","28413","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2016","2016","1000 US$","27805","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2017","2017","1000 US$","28518","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2018","2018","1000 US$","33686","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2019","2019","1000 US$","34163","A","Official figure"
"TM","Detailed trade matrix","276","Germany","250","France","5922","Export Value","F0875","beef and veal preparations nes","2020","2020","1000 US$","31002","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","1991","1991","tonnes","111","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","1992","1992","tonnes","68","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","1993","1993","tonnes","15","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","1994","1994","tonnes","45","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","1998","1998","tonnes","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2000","2000","tonnes","17","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2001","2001","tonnes","10","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2002","2002","tonnes","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2003","2003","tonnes","64","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2004","2004","tonnes","130","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2005","2005","tonnes","155","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2006","2006","tonnes","134","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2007","2007","tonnes","105","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2008","2008","tonnes","647","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2009","2009","tonnes","654","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2010","2010","tonnes","936","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2011","2011","tonnes","602","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2012","2012","tonnes","346","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2013","2013","tonnes","604","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2014","2014","tonnes","1148","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2015","2015","tonnes","1342","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2016","2016","tonnes","1703","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2017","2017","tonnes","1501","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2018","2018","tonnes","1614","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2019","2019","tonnes","1829","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5610","Import Quantity","F0875","beef and veal preparations nes","2020","2020","tonnes","1805","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","1991","1991","1000 US$","586","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","1992","1992","1000 US$","442","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","1993","1993","1000 US$","46","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","1994","1994","1000 US$","169","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","1998","1998","1000 US$","6","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2000","2000","1000 US$","71","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2001","2001","1000 US$","36","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2002","2002","1000 US$","3","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2003","2003","1000 US$","373","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2004","2004","1000 US$","879","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2005","2005","1000 US$","959","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2006","2006","1000 US$","848","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2007","2007","1000 US$","500","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2008","2008","1000 US$","6170","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2009","2009","1000 US$","6401","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2010","2010","1000 US$","9012","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2011","2011","1000 US$","5826","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2012","2012","1000 US$","2768","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2013","2013","1000 US$","4202","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2014","2014","1000 US$","9664","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2015","2015","1000 US$","9128","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2016","2016","1000 US$","11363","A","Official figure"
"TM","Detailed trade matrix","276","Germany","372","Ireland","5622","Import Value","F0875","beef and veal preparations nes","2017","2017","1000 US$","10766","A","Official figure"
